# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul  4 02:32:20 2022
#
# User preference: *
#
# COLUMN tic_id:         TIC ID
#
tic_id
TIC 72437047
TIC 72437047
TIC 230061010
TIC 230061010
TIC 230061010
TIC 333225860
TIC 333225860
TIC 219483057
TIC 219483057
TIC 219483057
TIC 219483057
TIC 219483057
TIC 219483057
TIC 219483057
TIC 27533327
TIC 27533327
TIC 27533327
TIC 27533327
TIC 27533327
TIC 27533327
TIC 135596590
TIC 354489950
TIC 354489950
TIC 48964101
TIC 48964101
TIC 48964101
TIC 48964101
TIC 441712711
TIC 1713457
TIC 1713457
TIC 125843782
TIC 206502540
TIC 11614485
TIC 11614485
TIC 77111651
TIC 118893899
TIC 102076870
TIC 102076870
TIC 271164763
TIC 271164763
TIC 301728657
TIC 200532605
TIC 22874788
TIC 22874788
TIC 22874788
TIC 356478817
TIC 233721425
TIC 21535479
TIC 21535479
TIC 21535479
TIC 21535479
TIC 21535479
TIC 21535479
TIC 21535479
TIC 21535479
TIC 21535479
TIC 21535479
TIC 298810162
TIC 298810162
TIC 298810162
TIC 139298196
TIC 139298196
TIC 139298196
TIC 139298196
TIC 139298196
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 332064670
TIC 444865362
TIC 444865362
TIC 444865362
TIC 422478973
TIC 422478973
TIC 422478973
TIC 422478973
TIC 422478973
TIC 48237215
TIC 48237215
TIC 48237215
TIC 48237215
TIC 95473936
TIC 95473936
TIC 95473936
TIC 95473936
TIC 95473936
TIC 95473936
TIC 251095345
TIC 257005016
TIC 257005016
TIC 35725282
TIC 35725282
TIC 4610441
TIC 96680681
TIC 260351540
TIC 441420236
TIC 441420236
TIC 441420236
TIC 441420236
TIC 441420236
TIC 441420236
TIC 441420236
TIC 441420236
TIC 441420236
TIC 441420236
TIC 366659915
TIC 230183006
TIC 230183006
TIC 82604982
TIC 393702609
TIC 95359428
TIC 95359428
TIC 95359428
TIC 60923874
TIC 26123781
TIC 26123781
TIC 26123781
TIC 292607437
TIC 302069358
TIC 302070274
TIC 116376059
TIC 453226076
TIC 159527171
TIC 233075841
TIC 262567433
TIC 66914642
TIC 66914642
TIC 33355302
TIC 33355302
TIC 33355302
TIC 148563075
TIC 148563075
TIC 148563075
TIC 148563075
TIC 217831699
TIC 217831699
TIC 217831699
TIC 288474555
TIC 288474555
TIC 75377076
TIC 75377076
TIC 328465904

TIC 175744063
TIC 454291479
TIC 61230756
TIC 272232401
TIC 454259409
TIC 36352297
TIC 36352297
TIC 36352297
TIC 36352297
TIC 36352297
TIC 405010127
TIC 405010127
TIC 405010127
TIC 110178537
TIC 110178537
TIC 110178537
TIC 110178537
TIC 110178537
TIC 280210963
TIC 280210963
TIC 280210963
TIC 280210963
TIC 280210963
TIC 281909674
TIC 281909674
TIC 281909674
TIC 281909674
TIC 282706928
TIC 282706928
TIC 282706928
TIC 218299481
TIC 218299481
TIC 218299312
TIC 218299312
TIC 218299312
TIC 37168957
TIC 37168957
TIC 37168957
TIC 37168957
TIC 37168957
TIC 42821097
TIC 42821097
TIC 42821097
TIC 42821097
TIC 391958006
TIC 391958006
TIC 391958006
TIC 391958006
TIC 391958006
TIC 391958006
TIC 391958006
TIC 391958006
TIC 391958006
TIC 234825296
TIC 234825296
TIC 234825296
TIC 234825296
TIC 234825296
TIC 234825296
TIC 280420719
TIC 280420719
TIC 323094535
TIC 108155949
TIC 108155949
TIC 108155949
TIC 36105482
TIC 36105482
TIC 130038122
TIC 130038122
TIC 322388624
TIC 322388624
TIC 416136788
TIC 416136788
TIC 106352250
TIC 106352250
TIC 370736259
TIC 370736259
TIC 370736259
TIC 392353449
TIC 392353449
TIC 392353449
TIC 392353449
TIC 392353449
TIC 320636129
TIC 250595183
TIC 36440357
TIC 36440357
