id calibrated_magnitude calibrated_error magnitude_rms_error x y alpha_j2000 delta_j2000 fwhm_world flags magnitude observation_id filter original_filter date user_id device_id target fits_id
79402708 14.5119 0.0402401648461819 0.00960000045597553 2160.09545898438 1664.87121582031 312.755762 44.260946 0.001176309 3.0 15.4000 8124 I I-Band 2458416.44030527 7 2 "[118] IC5070_incl_201_V2492Cyg" 7956
155138643 15.7752 0.0966311022639275 0.0725999996066093 2138.02685546875 1584.04211425781 312.75613 44.260946 0.001559144 0.0 15.7944 22211 V Visual 2458858.24098958 7 2 "[118] IC5070_incl_201_V2492Cyg" 25274
69572418 14.6151 0.0967045351862907 0.00870000012218952 2224.0849609375 1688.94079589844 312.756469 44.260947 0.0009892222 3.0 15.6337 6823 I I-Band 2458374.51280258 7 2 "[118] IC5070_incl_201_V2492Cyg" 6705
170983253 15.1621 0.06279556453228 0.0291000008583069 695.643371582031 681.174499511719 312.756505 44.26095 0.003118046 0.0 14.7303 28638 R R 2458974.83525463 54 137 "[118] IC5070_incl_201_V2492Cyg" 27992
65162526 15.8659 0.146904453635216 0.100500002503395 725.885498046875 965.655029296875 312.755689 44.260951 0.002816512 2.0 14.4308 5070 V -V- 2458335.33077066 33 56 "[118] IC5070_incl_201_V2492Cyg" 4839
124888212 15.8368 0.178501471877098 0.0640999972820282 3331.34326171875 1938.58264160156 312.756173 44.260953 0.003138217 0.0 28.0483 13506 V Green 2458701.41590278 58 98 "[118] IC5070_incl_201_V2492Cyg" 13142
86241676 15.0808 0.0603079050779343 0.0233999993652105 2176.85571289062 1699.09338378906 312.756221 44.260954 0.003540805 0.0 14.7674 9238 R Red 2458503.28123264 7 2 "[118] IC5070_incl_201_V2492Cyg" 9022
119244663 14.2332 0.0462016724050045 0.0157999992370605 509.334411621094 533.086669921875 312.756389 44.260955 0.003181847 0.0 13.8426 12823 I I 2458663.42114583 71 108 "[118] IC5070_incl_201_V2492Cyg" 12539
62359395 14.2685 0.0730618163943291 0.0147000001743436 772.906372070312 397.735107421875 312.756505 44.260956 0.005446517 0.0 13.9327 4525 I I 2458331.3759838 31 39 "[118] IC5070_incl_201_V2492Cyg" 4591
70151675 14.3370 0.109665803611279 0.0126000000163913 697.970825195312 919.798217773438 312.756314 44.260956 0.00321621 0.0 13.2184 7058 I -SI- 2458381.4846574 33 56 "[118] IC5070_incl_201_V2492Cyg" 7072
69115699 15.2009 0.0617110468447208 0.0206000003963709 704.44091796875 954.850830078125 312.75632 44.260957 0.00304663 0.0 13.4126 6594 R -Rc- 2458371.34371296 33 56 "[118] IC5070_incl_201_V2492Cyg" 6639
65078808 16.4187 0.119166329503059 0.0631999969482422 457.277893066406 960.049499511719 312.755661 44.260959 0.001213566 2.0 15.0200 5047 V -V- 2458332.3572797 33 56 "[118] IC5070_incl_201_V2492Cyg" 4592
68103484 14.3549 0.0911607891321182 0.00810000021010637 456.864807128906 85.2946014404297 312.757022 44.260959 0.00320877 0.0 13.9184 6325 I I 2458363.40775463 40 49 "[118] IC5070_incl_201_V2492Cyg" 6012
171531484 15.1129 0.071886271238327 0.0293000005185604 696.251525878906 681.196411132812 312.756436 44.260959 0.003094644 0.0 14.7094 28732 R R 2458976.83530093 54 137 "[118] IC5070_incl_201_V2492Cyg" 28083
180520332 15.1605 0.0620601400732994 0.0209999997168779 694.436279296875 682.264221191406 312.756467 44.260959 0.00299949 0.0 14.7105 30258 R R 2459007.81616898 54 137 "[118] IC5070_incl_201_V2492Cyg" 30135
68094569 14.3048 0.0860081017017365 0.00680000009015203 430.736206054688 100.026397705078 312.756928 44.260961 0.003255947 0.0 13.8309 6299 I I 2458362.39476852 40 49 "[118] IC5070_incl_201_V2492Cyg" 6003
81902155 14.4677 0.0374429151415825 0.0063999998383224 2135.85961914062 1614.53137207031 312.755568 44.260961 0.001002162 3.0 15.3010 8318 I I-Band 2458431.29967448 7 2 "[118] IC5070_incl_201_V2492Cyg" 8144
21945639 14.6835 0.0531534962356091 0.00839999970048666 2144.00561523438 1733.17834472656 312.756098 44.260963 0.0009722814 3.0 15.3174 1580 I I-Band 2457772.26406636 7 2 "[118] IC5070_incl_201_V2492Cyg" 1479
64259046 15.3854 0.0622095577418804 0.00789999961853027 2106.544921875 1644.90612792969 312.75587 44.260964 0.001060141 3.0 15.4312 4816 R Red 2458335.59209346 7 2 "[118] IC5070_incl_201_V2492Cyg" 4703
120960398 14.5579 0.368102461099625 0.187999993562698 1639.83813476562 331.820495605469 312.757278 44.260965 0.002701998 0.0 16.1410 11988 HA Ha 2458360.38472222 51 76 "[118] IC5070_incl_201_V2492Cyg" 5978
8208988 14.2216 0.0290153883397579 0.0082999998703599 1938.48425292969 2519.60278320312 312.756085 44.260966 0.003276886 0.0 14.5536 689 I I-Band 2457590.45534465 7 2 "[118] IC5070_incl_201_V2492Cyg" 615
34630330 14.5455 0.0477074310183525 0.00680000009015203 2224.4453125 1657.56762695312 312.756717 44.260967 0.001061858 3.0 15.0762 2838 I I-Band 2458002.56619213 7 2 "[118] IC5070_incl_201_V2492Cyg" 2576
94468740 15.2902 0.195687100291252 0.0208000000566244 990.7626953125 917.281799316406 312.756353 44.260967 0.003371359 0.0 16.1356 10325 R Red 2458582.94457176 54 111 "[118] IC5070_incl_201_V2492Cyg" 10512
83668003 15.0815 0.131295651197433 0.0 960.270629882812 312.894195556641 312.75663 44.26097 0.003851499 0.0 14.9084 6886 R Red 2458375.4547 8 26 "[118] IC5070_incl_201_V2492Cyg" 6808
155323807 15.3081 0.209811121225357 0.0820999965071678 2105.94750976562 1610.51196289062 312.756007 44.260971 0.001524082 0.0 16.8339 22344 V Visual 2458861.2786468 7 2 "[118] IC5070_incl_201_V2492Cyg" 25360
94715118 14.2939 0.123935006558895 0.0209999997168779 1574.37390136719 1098.15368652344 312.756411 44.260972 0.003829391 0.0 15.4999 10395 I I 2458585.62265046 54 79 "[118] IC5070_incl_201_V2492Cyg" 10529
67117188 15.3092 0.0885512828826904 0.0236000008881092 734.282287597656 947.038330078125 312.756288 44.260973 0.003041471 0.0 14.1638 5961 R -Rc- 2458352.37023571 33 56 "[118] IC5070_incl_201_V2492Cyg" 5703
73781542 15.5264 0.0547790452837944 0.0063999998383224 2142.16918945312 1642.24548339844 312.756166 44.260973 0.001020565 3.0 15.0422 7541 R Red 2458392.47427517 7 2 "[118] IC5070_incl_201_V2492Cyg" 7478
18985519 14.6532 0.0426826775074005 0.00910000037401915 2167.18701171875 1664.42944335938 312.755602 44.260974 0.001310909 3.0 15.1103 1336 I I-Band 2457714.26727083 7 2 "[118] IC5070_incl_201_V2492Cyg" 1240
63985128 14.6707 0.0423165522515774 0.00669999979436398 2161.85327148438 1600.77807617188 312.756085 44.260974 0.001070735 3.0 15.3177 4798 I I-Band 2458333.59465278 7 2 "[118] IC5070_incl_201_V2492Cyg" 4628
164627705 17.6069 0.158319786190987 0.0979999974370003 1998.16235351562 2402.51196289062 312.756319 44.260975 0.001592658 0.0 17.9661 27654 B Blue 2458932.66586806 7 2 "[118] IC5070_incl_201_V2492Cyg" 27041
15277712 14.5650 0.0542456470429897 0.00579999992623925 2205.13134765625 1665.50500488281 312.75616 44.260977 0.001220858 3.0 15.0149 1063 I I-Band 2457666.36930555 7 2 "[118] IC5070_incl_201_V2492Cyg" 1008
180517956 14.1479 0.0958211198449135 0.0184000004082918 694.418273925781 682.328430175781 312.756446 44.260979 0.003970409 0.0 14.8714 30259 I I 2459007.82229167 54 137 "[118] IC5070_incl_201_V2492Cyg" 30136
21813332 14.6077 0.0526387542486191 0.00820000004023314 2175.37060546875 1724.23657226562 312.75663 44.26098 0.001046283 3.0 15.2739 1558 I I-Band 2457768.25394676 7 2 "[118] IC5070_incl_201_V2492Cyg" 1458
84593960 15.9115 0.0703285932540894 0.0153999999165535 2096.19140625 1611.68029785156 312.756526 44.260981 0.002783534 0.0 15.6818 8728 V Visual 2458462.25788323 7 2 "[118] IC5070_incl_201_V2492Cyg" 8553
78198852 18.3044 0.284289300441742 0.0697000026702881 1914.55114746094 1897.58459472656 312.756403 44.260982 0.001400577 0.0 18.1929 8031 B Blue 2458410.37329861 54 86 "[118] IC5070_incl_201_V2492Cyg" 7749
101080256 15.3176 0.196633785963058 0.0868000015616417 1051.98815917969 848.981506347656 312.756584 44.260982 -0.002443456 0.0 17.4337 11670 HA Ha 2458601.60386574 54 113 "[118] IC5070_incl_201_V2492Cyg" 11525
94720322 15.2558 0.127084270119667 0.0241999998688698 1574.24035644531 1098.17785644531 312.756188 44.260984 0.003121691 0.0 15.5827 10397 R R 2458585.61228009 54 79 "[118] IC5070_incl_201_V2492Cyg" 10531
66785007 15.9949 0.0756121724843979 0.0403000004589558 733.178405761719 986.219787597656 312.756228 44.260986 0.002865578 0.0 14.3381 5809 V -V- 2458349.32975719 33 56 "[118] IC5070_incl_201_V2492Cyg" 5591
68612250 17.9446 0.164195120334625 0.0744000002741814 1997.84033203125 2474.65380859375 312.756303 44.260986 0.0009354304 0.0 17.9542 6369 B Blue 2458364.36132523 7 2 "[118] IC5070_incl_201_V2492Cyg" 6056
